,Model,R2_mean,MAE_mean,RMSE_mean,R2_std,MAE_std,RMSE_std
0,Symb_Pruned,0.9984598918636605,0.448565989846204,0.6854733131908202,0.001075696105156474,0.16584659493202045,0.3120639819938434
1,Kan_Pruned,0.9206384043827539,2.8116854955212722,4.283009230624881,0.0950303573473581,1.462191027974737,2.03832750643136
2,MLPRegressor,-0.4128165973117275,17.520956480236997,21.18972026632003,0.11128408812366916,1.8024070662586604,1.4891800856498354
3,BaggingRegressor,-0.4131612589273761,17.528540301009492,21.192253585709157,0.11136962611812848,1.8021489933713544,1.48894875476949
4,RandomForestRegressor,-0.41319058858529295,17.529211894180712,21.192454344328265,0.11139209793460937,1.8017631083614079,1.4887922930714865
